암호화요양기호,요양기관명,검색코드,검색코드명
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ5MiQyNjE0ODEjODEjJDEjJDIjJDgz,성내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,다조은가정의학과의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz,손경선내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ5OSQzNjE4MzIjNjEjJDEjJDQjJDgz,강비뇨기과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzUxIyQxIyQxIyQwMyQzNjEyMjIjNDEjJDEjJDgjJDgz,유로진비뇨의학과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE4MzIjODEjJDEjJDYjJDgz,김정훈내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEwMDIjNTEjJDEjJDIjJDgz,스마일비뇨기과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,굿모닝외과의원,71,정맥류수술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjODEjJDEjJDIjJDgz,신안과의원,22,망막수술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ5MiQzNjEwMDIjNzEjJDEjJDgjJDgz,하나로내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQ3IyQwMyQzNjEwMDIjNjEjJDEjJDAjJDgz,금산365의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQ3IyQxMyQyNjE4MzIjNjEjJDEjJDQjJDgz,삼성비뇨기과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQ3IyQxMyQzNjE4MzIjODEjJDEjJDIjJDgz,365웰니스의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQzIyQ2MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,서울연합외과의원,71,정맥류수술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjE4MzIjNjEjJDEjJDAjJDgz,더맑은의원,08,가정간호실시병원
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,플러스흉부외과의원,71,정맥류수술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjNjEjJDEjJDAjJDgz,한사랑의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz,명성의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE0ODEjODEjJDEjJDYjJDgz,밝은신안과의원,22,망막수술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz,수내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,서울하정외과의원,71,정맥류수술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjEyMjIjODEjJDEjJDIjJDgz,무지개홈닥터의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ5OSQyNjEwMDIjNzEjJDEjJDgjJDgz,세란내과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz,청담피부과의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQxMyQ0NjE0ODEjNjEjJDEjJDQjJDgz,센트럴비뇨기과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQxMyQyNjE4MzIjNjEjJDEjJDAjJDgz,장사랑연합내과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQxMyQyNjE4MzIjNjEjJDEjJDAjJDgz,장사랑연합내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ2MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,이에스길비뇨기과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ2MiQzNjEwMDIjNDEjJDEjJDgjJDgz,보다안과의원,22,망막수술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ2MiQzNjEyMjIjNDEjJDEjJDQjJDgz,신진호내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ4OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,장동석내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQxIyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,예쁜아이소아청소년과의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjE4MzIjODEjJDEjJDIjJDgz,웰키즈소아청소년과의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,유로진비뇨의학과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQxMyQ0NjE0ODEjODEjJDEjJDIjJDgz,웰비뇨기과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQxMyQzNjEwMDIjNTEjJDEjJDYjJDgz,이상주내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,맑은내과외과의원,71,정맥류수술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ2MiQzNjEwMDIjNDEjJDEjJDgjJDgz,이삭 소아청소년과의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ3MiQzNjEwMDIjODEjJDEjJDIjJDgz,퀸스산부인과의원,24,제왕절개후자연분만병원
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,삼육오(365)아이맘의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQyIyQ3IyQwMCQzNjEyMjIjODEjJDEjJDIjJDgz,하나의원,08,가정간호실시병원
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQyIyQzIyQwMCQyNjEwMDIjNDEjJDEjJDgjJDgz,나인투나인의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjE4MzIjNDEjJDEjJDQjJDgz,서산조은내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjE0ODEjNjEjJDEjJDgjJDgz,논산속편한내과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ4OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,세종연합비뇨기과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,계룡늘편한의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,소담내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz,양종오내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQxMyQzNjE4MzIjODEjJDEjJDYjJDgz,하나비뇨기과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ3OSQyNjEyMjIjNjEjJDEjJDgjJDgz,라온소아청소년과의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,메디안내과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ4OSQyNjEyMjIjNTEjJDEjJDYjJDgz,이희우내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz,김예진내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNTEjJDEjJDIjJDgz,에스앤유서울비뇨의학과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzExIyQxIyQ3IyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,최정욱내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzExIyQxIyQzIyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,새봄안과의원,22,망막수술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDIjJDgz,천안김안과 천안역본점 의원,22,망막수술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz,웰비뇨기과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzExIyQxIyQzIyQ5MiQzNjE0ODEjODEjJDEjJDIjJDgz,서울아산내과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzExIyQxIyQzIyQ5OSQzNjE4MzIjNjEjJDEjJDgjJDgz,김이태안과의원,22,망막수술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,삼성진비뇨의학과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ5MiQzNjE0ODEjNzEjJDEjJDgjJDgz,김진겸비뇨의학과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ5OSQyNjEyMjIjNjEjJDEjJDAjJDgz,이수내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQwMyQzNjE0ODEjNjEjJDEjJDAjJDgz,서울우리비뇨의학과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ2MiQzNjE4MzIjNTEjJDEjJDYjJDgz,세이브외과의원,71,정맥류수술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ3MiQzNjEwMDIjNjEjJDEjJDAjJDgz,곽상혁내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,엠허브의원,71,정맥류수술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5MiQyNjEwMDIjNjEjJDEjJDgjJDgz,서광정형외과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQyIyQ1IyQwMCQzNjE0ODEjODEjJDEjJDIjJDgz,센텀비뇨기과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQyIyQ1IyQwMCQzNjEyMjIjNjEjJDEjJDAjJDgz,공주서울내과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ4MiQyNjE4MzIjNjEjJDEjJDgjJDgz,우리비뇨기과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ4MiQzNjEwMDIjNTEjJDEjJDIjJDgz,송천연합내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ5MiQyNjEyMjIjNjEjJDEjJDQjJDgz,이강원내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ5MiQzNjEwMDIjNDEjJDEjJDQjJDgz,유앤항장외과의원,71,정맥류수술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNTEjJDEjJDYjJDgz,필스토리의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzExIyQxIyQzIyQ3MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,PSI한솔비뇨기과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzExIyQxIyQzIyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,윤일용내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,참좋은삼례내과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzExIyQxIyQzIyQ4MiQyNjE0ODEjNjEjJDEjJDQjJDgz,익산예스비뇨의학과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5MiQ0NjE0ODEjODEjJDEjJDIjJDgz,전주서울하정외과의원,71,정맥류수술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,우리항맥외과의원,71,정맥류수술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzExIyQxIyQzIyQwMyQyNjEyMjIjNjEjJDEjJDgjJDgz,서울건항외과의원,71,정맥류수술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ3MiQyNjE0ODEjNzEjJDEjJDgjJDgz,연세수의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ3MiQzNjEyMjIjNjEjJDEjJDgjJDgz,홍영민내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ3OSQzNjE0ODEjNTEjJDEjJDYjJDgz,세종안과의원,22,망막수술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQxMyQyNjE0ODEjNjEjJDEjJDgjJDgz,오비뇨기과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ4MiQyNjEwMDIjODEjJDEjJDYjJDgz,으뜸안과의원,22,망막수술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ4MiQyNjEyMjIjNzEjJDEjJDgjJDgz,군산메디베베소아청소년과의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5MiQyNjEwMDIjNjEjJDEjJDgjJDgz,바른비뇨의학과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,문수정안과의원,22,망막수술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,문수정안과의원,56,공막이식술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQwMyQzNjE0ODEjODEjJDEjJDIjJDgz,늘편한내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQxMyQ0NjE0ODEjODEjJDEjJDIjJDgz,유라인외과의원,71,정맥류수술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ4OSQyNjE4MzIjNjEjJDEjJDgjJDgz,김정화내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ2MiQzNjEwMDIjNDEjJDEjJDQjJDgz,군산바른내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ3MiQzNjE4MzIjNTEjJDEjJDYjJDgz,미즈베베산부인과의원,24,제왕절개후자연분만병원
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ4OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,정읍내과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ4OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,정읍내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ5MiQyNjEwMDIjODEjJDEjJDYjJDgz,맑은안과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,혁신오케이정형외과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ2MiQzNjE4MzIjNDEjJDEjJDQjJDgz,드림 비뇨기과 의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ4MiQyNjEwMDIjNjEjJDEjJDQjJDgz,라인아트의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ5MiQzNjE4MzIjNDEjJDEjJDgjJDgz,임진한내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDAjJDgz,스마일비뇨의학과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQyIyQ3IyQwMCQzNjEwMDIjNTEjJDEjJDIjJDgz,한솔의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,시원한비뇨의학과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDAjJDgz,용비뇨의학과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzQxIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDYjJDgz,혁신탑비뇨의학과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,정성의원,08,가정간호실시병원
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQxMyQyNjE0ODEjNjEjJDEjJDQjJDgz,대동의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQxMyQzNjE0ODEjODEjJDEjJDIjJDgz,김인재내과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQwMyQyNjEyMjIjNTEjJDEjJDYjJDgz,이진홍내과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQxMyQyNjEwMDIjNTEjJDEjJDIjJDgz,개정정신건강의학과의원,12,알코올질환입원치료병원
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,이명철정형외과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ5MiQzNjE4MzIjNDEjJDEjJDgjJDgz,전내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzMxIyQxIyQzIyQxMyQyNjEyMjIjNjEjJDEjJDAjJDgz,서지석이비인후과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,해맑은연합소아청소년과의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQxMyQyNjE4MzIjNjEjJDEjJDQjJDgz,중앙가정의학과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjODEjJDEjJDIjJDgz,진비뇨기과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzExIyQxIyQ3IyQxMyQzNjEwMDIjODEjJDEjJDYjJDgz,임실내과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzExIyQxIyQzIyQ2MiQyNjEwMDIjNTEjJDEjJDYjJDgz,산타한모비뇨기과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNDEjJDEjJDgjJDgz,현대가정의학과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzExIyQxIyQzIyQwMyQyNjE4MzIjODEjJDEjJDYjJDgz,푸른안과의원,15,사시수술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzExIyQxIyQzIyQwMyQyNjE4MzIjODEjJDEjJDYjJDgz,푸른안과의원,22,망막수술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzExIyQxIyQzIyQwMyQzNjE0ODEjNzEjJDEjJDgjJDgz,김종성비뇨기과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzExIyQxIyQzIyQwMyQzNjE0ODEjNzEjJDEjJDgjJDgz,김종성비뇨기과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ3OSQyNjE4MzIjNDEjJDEjJDQjJDgz,꿈드림소아청소년과의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ4MiQyNjE4MzIjNDEjJDEjJDQjJDgz,임희관비뇨기과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,참가정의학과의원,09,보훈위탁병원
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz,군산학문외과의원,71,정맥류수술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQwMyQyNjE4MzIjNjEjJDEjJDAjJDgz,함께하는내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ3OSQzNjEwMDIjNDEjJDEjJDQjJDgz,사랑내과의원,13,혈액투석
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ5MiQzNjE0ODEjNTEjJDEjJDIjJDgz,항연유외과의원,71,정맥류수술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ5OSQ0NjE0ODEjODEjJDEjJDYjJDgz,서비뇨기과의원,14,체외충격파쇄석술
