암호화요양기호,요양기관명,유형코드,유형코드명,일반식 가산여부,산정인원수,치료식 등급
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQyNjE4MzIjNjEjJDEjJDgjJDgz,지성요양병원,1,영양사,Y,2,
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQyNjE4MzIjNjEjJDEjJDgjJDgz,지성요양병원,2,조리사,Y,3,2
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQyNjEwMDIjODEjJDEjJDYjJDgz,목포아동병원,1,영양사,N,1,
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQyNjEwMDIjODEjJDEjJDYjJDgz,목포아동병원,2,조리사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz,김포다올요양병원,1,영양사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz,김포다올요양병원,2,조리사,Y,3,2
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzExIyQyIyQzIyQwMCQzNjEyMjIjNzEjJDEjJDgjJDgz,누가외과연합의원,1,영양사,N,0,N
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzExIyQyIyQzIyQwMCQzNjEyMjIjNzEjJDEjJDgjJDgz,누가외과연합의원,2,조리사,Y,1,N
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz,아산충무병원,1,영양사,Y,3,4
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz,아산충무병원,2,조리사,Y,5,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,서울석병원,1,영양사,N,1,
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,서울석병원,2,조리사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ5MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,고든병원,1,영양사,N,1,N
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ5MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,고든병원,2,조리사,Y,2,N
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEwMDIjNjEjJDEjJDAjJDgz,송파새희망요양병원,1,영양사,N,1,
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEwMDIjNjEjJDEjJDAjJDgz,송파새희망요양병원,2,조리사,Y,2,
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4OSQzNjE4MzIjNTEjJDEjJDYjJDgz,의료법인 디와이 의료재단 홍성요양병원,1,영양사,Y,2,
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4OSQzNjE4MzIjNTEjJDEjJDYjJDgz,의료법인 디와이 의료재단 홍성요양병원,2,조리사,Y,2,
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,주은라파스요양병원,1,영양사,Y,2,
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,주은라파스요양병원,2,조리사,Y,3,2
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,의료법인정익재단 메디케어요양병원,1,영양사,N,0,
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,의료법인정익재단 메디케어요양병원,2,조리사,N,0,
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ5MiQ0NjE0ODEjODEjJDEjJDYjJDgz,사랑요양병원,1,영양사,Y,2,
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ5MiQ0NjE0ODEjODEjJDEjJDYjJDgz,사랑요양병원,2,조리사,Y,3,2
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQyIyQxIyQwMCQyNjEwMDIjNjEjJDEjJDgjJDgz,하나의료조합 영흥우리의원,1,영양사,N,0,N
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQyIyQxIyQwMCQyNjEwMDIjNjEjJDEjJDgjJDgz,하나의료조합 영흥우리의원,2,조리사,N,0,N
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ4MiQyNjE4MzIjODEjJDEjJDIjJDgz,서동한의원,1,영양사,N,0,N
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ4MiQyNjE4MzIjODEjJDEjJDIjJDgz,서동한의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ4OSQzNjEyMjIjNjEjJDEjJDAjJDgz,마디정형외과의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ4OSQzNjEyMjIjNjEjJDEjJDAjJDgz,마디정형외과의원,2,조리사,N,0,N
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMzUxIzUxIyQyIyQxIyQwMCQzNjE4MzIjNzEjJDEjJDgjJDgz,푸른정형외과의원,1,영양사,N,0,N
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMzUxIzUxIyQyIyQxIyQwMCQzNjE4MzIjNzEjJDEjJDgjJDgz,푸른정형외과의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ2MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,부곡고려정형외과의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ2MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,부곡고려정형외과의원,2,조리사,N,0,N
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQzNjEyMjIjNDEjJDEjJDQjJDgz,플러스아이미코병원,1,영양사,N,1,N
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQzNjEyMjIjNDEjJDEjJDQjJDgz,플러스아이미코병원,2,조리사,Y,2,N
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjEyMjIjNTEjJDEjJDYjJDgz,연세바른병원,1,영양사,N,1,
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjEyMjIjNTEjJDEjJDYjJDgz,연세바른병원,2,조리사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,한강요양병원,1,영양사,N,1,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,한강요양병원,2,조리사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ5MiQzNjE0ODEjNDEjJDEjJDQjJDgz,강동스마일요양병원,1,영양사,Y,3,4
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ5MiQzNjE0ODEjNDEjJDEjJDQjJDgz,강동스마일요양병원,2,조리사,Y,3,2
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQwMyQyNjEyMjIjNjEjJDEjJDQjJDgz,홍승환정형외과의원,1,영양사,N,0,N
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQwMyQyNjEyMjIjNjEjJDEjJDQjJDgz,홍승환정형외과의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjNjEjJDEjJDgjJDgz,의료법인조윤의료재단 감고을요양병원,1,영양사,Y,2,
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjNjEjJDEjJDgjJDgz,의료법인조윤의료재단 감고을요양병원,2,조리사,N,0,
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,평화요양병원,1,영양사,Y,2,N
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,평화요양병원,2,조리사,Y,3,2
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjODEjJDEjJDYjJDgz,나은요양병원,1,영양사,Y,2,
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjODEjJDEjJDYjJDgz,나은요양병원,2,조리사,Y,3,2
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz,달성요양병원,1,영양사,Y,2,
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz,달성요양병원,2,조리사,Y,4,2
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjNjEjJDEjJDQjJDgz,영주가톨릭병원,1,영양사,N,1,N
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjNjEjJDEjJDQjJDgz,영주가톨릭병원,2,조리사,Y,2,N
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjE0ODEjNjEjJDEjJDAjJDgz,신안요양병원,1,영양사,N,1,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjE0ODEjNjEjJDEjJDAjJDgz,신안요양병원,2,조리사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz,엘드림병원,1,영양사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz,엘드림병원,2,조리사,Y,3,2
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz,한솔요양병원,1,영양사,Y,2,
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz,한솔요양병원,2,조리사,Y,2,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQxMyQzNjEwMDIjNDEjJDEjJDQjJDgz,그린메디칼의원,1,영양사,N,0,N
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQxMyQzNjEwMDIjNDEjJDEjJDQjJDgz,그린메디칼의원,2,조리사,Y,1,N
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjEwMDIjNzEjJDEjJDgjJDgz,광주바로병원,1,영양사,Y,2,
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjEwMDIjNzEjJDEjJDgjJDgz,광주바로병원,2,조리사,Y,2,
JDQ4MTYyMiM3MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,참조은한방병원,1,영양사,N,1,
JDQ4MTYyMiM3MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,참조은한방병원,2,조리사,Y,2,
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjE4MzIjNzEjJDEjJDgjJDgz,하나로메디컬의원,1,영양사,N,0,N
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjE4MzIjNzEjJDEjJDgjJDgz,하나로메디컬의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,한국보훈복지의료공단 인천보훈병원,1,영양사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,한국보훈복지의료공단 인천보훈병원,2,조리사,Y,2,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ4MiQzNjE0ODEjODEjJDEjJDYjJDgz,하늘도시산부인과의원,1,영양사,N,0,N
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ4MiQzNjE0ODEjODEjJDEjJDYjJDgz,하늘도시산부인과의원,2,조리사,N,0,N
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE4MzIjNDEjJDEjJDQjJDgz,삼일병원,1,영양사,Y,2,
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE4MzIjNDEjJDEjJDQjJDgz,삼일병원,2,조리사,Y,2,
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,광주수완병원,1,영양사,N,1,
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,광주수완병원,2,조리사,Y,2,
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ5MiQzNjE4MzIjNzEjJDEjJDgjJDgz,"아이비소아청소년과,이비인후과의원",1,영양사,Y,1,N
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ5MiQzNjE4MzIjNzEjJDEjJDgjJDgz,"아이비소아청소년과,이비인후과의원",2,조리사,Y,1,N
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNjEjJDEjJDgjJDgz,장덕한방병원,1,영양사,N,1,
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNjEjJDEjJDgjJDgz,장덕한방병원,2,조리사,Y,2,
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,사직요양병원,1,영양사,Y,2,
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,사직요양병원,2,조리사,Y,3,2
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjNjEjJDEjJDgjJDgz,친절요양병원,1,영양사,Y,2,
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjNjEjJDEjJDgjJDgz,친절요양병원,2,조리사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQwMyQzNjE0ODEjNzEjJDEjJDgjJDgz,자향요양병원,1,영양사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQwMyQzNjE0ODEjNzEjJDEjJDgjJDgz,자향요양병원,2,조리사,Y,3,2
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,탄탄정형외과의원,1,영양사,N,0,
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,탄탄정형외과의원,2,조리사,Y,2,
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5MiQzNjE4MzIjNzEjJDEjJDgjJDgz,의료법인 심연의료재단 세명병원,1,영양사,Y,2,
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5MiQzNjE4MzIjNzEjJDEjJDgjJDgz,의료법인 심연의료재단 세명병원,2,조리사,Y,2,
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQ3IyQwMyQyNjEyMjIjNDEjJDEjJDQjJDgz,서울미르한방병원,1,영양사,N,1,
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQ3IyQwMyQyNjEyMjIjNDEjJDEjJDQjJDgz,서울미르한방병원,2,조리사,Y,3,2
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxMTkxIzExIyQxIyQzIyQ5MiQzNjEyMjIjODEjJDEjJDYjJDgz,중경한방병원,1,영양사,N,1,
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxMTkxIzExIyQxIyQzIyQ5MiQzNjEyMjIjODEjJDEjJDYjJDgz,중경한방병원,2,조리사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjNjEjJDEjJDAjJDgz,하나한방병원,1,영양사,N,1,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjNjEjJDEjJDAjJDgz,하나한방병원,2,조리사,Y,2,
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE0ODEjNzEjJDEjJDgjJDgz,참좋은요양병원,1,영양사,Y,2,
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE0ODEjNzEjJDEjJDgjJDgz,참좋은요양병원,2,조리사,Y,2,
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQ3IyQwMyQzNjEwMDIjNjEjJDEjJDAjJDgz,강서수한방병원,1,영양사,N,1,
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQ3IyQwMyQzNjEwMDIjNjEjJDEjJDAjJDgz,강서수한방병원,2,조리사,Y,3,2
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE0ODEjNjEjJDEjJDAjJDgz,혁신우리병원,1,영양사,N,1,
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE0ODEjNjEjJDEjJDAjJDgz,혁신우리병원,2,조리사,N,0,
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkNDgxMzUxIzExIyQyIyQzIyQwMCQzNjEwMDIjNTEjJDEjJDIjJDgz,남원S한의원,1,영양사,N,0,
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkNDgxMzUxIzExIyQyIyQzIyQwMCQzNjEwMDIjNTEjJDEjJDIjJDgz,남원S한의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,학교법인 을지학원 의정부을지대학교병원,1,영양사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,학교법인 을지학원 의정부을지대학교병원,2,조리사,Y,2,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQxMyQyNjEyMjIjNzEjJDEjJDgjJDgz,온나래 한의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQxMyQyNjEyMjIjNzEjJDEjJDgjJDgz,온나래 한의원,2,조리사,N,0,
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQyNjE4MzIjNTEjJDEjJDIjJDgz,금천수요양병원,1,영양사,Y,2,
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQyNjE4MzIjNTEjJDEjJDIjJDgz,금천수요양병원,2,조리사,Y,2,
JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ3MiQzNjEyMjIjNjEjJDEjJDQjJDgz,서울한방병원,1,영양사,N,1,
JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ3MiQzNjEyMjIjNjEjJDEjJDQjJDgz,서울한방병원,2,조리사,Y,3,2
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,풍경요양병원,1,영양사,Y,2,
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,풍경요양병원,2,조리사,Y,4,2
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxMTkxIzExIyQxIyQzIyQ5MiQyNjEyMjIjNTEjJDEjJDIjJDgz,리치한방병원,1,영양사,N,1,
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxMTkxIzExIyQxIyQzIyQ5MiQyNjEyMjIjNTEjJDEjJDIjJDgz,리치한방병원,2,조리사,Y,3,2
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ3MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,에이스병원,1,영양사,N,1,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ3MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,에이스병원,2,조리사,Y,3,2
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,미라온한의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,미라온한의원,2,조리사,N,0,
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4OSQyNjE0ODEjODEjJDEjJDYjJDgz,순천에스병원,1,영양사,N,1,
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4OSQyNjE0ODEjODEjJDEjJDYjJDgz,순천에스병원,2,조리사,Y,2,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQxMyQ0NjE0ODEjNDEjJDEjJDQjJDgz,서연의료소비자생활협동조합신안산의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQxMyQ0NjE0ODEjNDEjJDEjJDQjJDgz,서연의료소비자생활협동조합신안산의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQ1IyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,부천면력한방병원,1,영양사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQ1IyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,부천면력한방병원,2,조리사,Y,3,2
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDAjJDgz,이천고려한의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDAjJDgz,이천고려한의원,2,조리사,Y,2,
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNjEjJDEjJDgjJDgz,광덕안정한의원,1,영양사,N,0,
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNjEjJDEjJDgjJDgz,광덕안정한의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQ3IyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,경희한방병원,1,영양사,N,1,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQ3IyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,경희한방병원,2,조리사,Y,2,
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz,싱싱튼튼의원,1,영양사,N,0,
